,car,street,side,entry_pos,entry_time,num_cars_current_street,exit_time,num_cars_next_street,next_road,next_road_light
1855,az9,tom mb,right,39,2020-11-22 15:39:08.941555,52,2020-11-22 15:39:12.180368,,,
1856,7qu,tom mb,right,40,2020-11-22 15:39:09.021461,52,2020-11-22 15:39:12.180368,,,
1857,k8s,tom mb,right,41,2020-11-22 15:39:09.116750,52,2020-11-22 15:39:12.180368,56.0,uni way,
1858,umn,tom mb,right,42,2020-11-22 15:39:09.196143,52,2020-11-22 15:39:12.180368,57.0,uni way,
1859,q9g,ronald,left,55,2020-11-22 15:39:08.070201,41,2020-11-22 15:39:12.180368,,,
1860,ck9,ronald,left,56,2020-11-22 15:39:08.084912,41,2020-11-22 15:39:12.180368,,,
1861,vyu,ronald,left,57,2020-11-22 15:39:08.100549,41,2020-11-22 15:39:12.180368,,,
1862,2sj,ronald,left,52,2020-11-22 15:39:08.396395,41,2020-11-22 15:39:12.180368,,,
1863,h9c,ronald,left,53,2020-11-22 15:39:08.427938,41,2020-11-22 15:39:12.180368,169.0,uni way,
1864,bjs,ronald,left,48,2020-11-22 15:39:08.567155,41,2020-11-22 15:39:12.181370,,,
1865,0ng,uni way,left,103,2020-11-22 15:39:03.877009,167,2020-11-22 15:39:12.396540,,,
1866,jf7,uni way,left,104,2020-11-22 15:39:03.877009,167,2020-11-22 15:39:12.396540,168.0,uni way,
1867,t02,uni way,left,105,2020-11-22 15:39:03.877009,168,2020-11-22 15:39:12.396540,169.0,uni way,
1868,8k4,uni way,left,106,2020-11-22 15:39:03.952298,169,2020-11-22 15:39:12.396540,170.0,uni way,
1869,zw4,uni way,left,107,2020-11-22 15:39:04.013817,170,2020-11-22 15:39:12.396540,171.0,uni way,
1870,jk0,uni way,left,108,2020-11-22 15:39:04.093368,171,2020-11-22 15:39:12.397544,,,
1871,zms,uni way,right,37,2020-11-22 15:39:08.676090,51,2020-11-22 15:39:12.397544,151.0,moi av,
1872,jju,uni way,right,38,2020-11-22 15:39:08.676090,51,2020-11-22 15:39:12.397544,152.0,moi av,
1873,53j,uni way,right,39,2020-11-22 15:39:08.676090,51,2020-11-22 15:39:12.397544,153.0,moi av,
1874,w0z,uni way,right,40,2020-11-22 15:39:08.676090,51,2020-11-22 15:39:12.397544,154.0,moi av,
1875,tbu,uni way,right,41,2020-11-22 15:39:08.676090,51,2020-11-22 15:39:12.397544,155.0,moi av,
1876,y45,uni way,right,42,2020-11-22 15:39:08.690431,51,2020-11-22 15:39:12.398541,,,
1877,nm5,tom mb,right,43,2020-11-22 15:39:09.365692,48,2020-11-22 15:39:12.398541,,,
1878,q5q,tom mb,right,44,2020-11-22 15:39:09.381132,48,2020-11-22 15:39:12.399539,,,
1879,7yy,tom mb,right,45,2020-11-22 15:39:09.396463,48,2020-11-22 15:39:12.399539,52.0,uni way,
1880,49j,tom mb,right,46,2020-11-22 15:39:09.428233,48,2020-11-22 15:39:12.399539,,,
1881,0dl,tom mb,right,47,2020-11-22 15:39:09.521152,48,2020-11-22 15:39:12.399539,,,
1882,jnx,tom mb,right,48,2020-11-22 15:39:09.567514,48,2020-11-22 15:39:12.399539,53.0,uni way,
1883,pnf,ronald,left,49,2020-11-22 15:39:08.582646,35,2020-11-22 15:39:12.399539,172.0,uni way,
1884,gcp,ronald,left,44,2020-11-22 15:39:08.753206,35,2020-11-22 15:39:12.399539,,,
1885,9ns,ronald,left,45,2020-11-22 15:39:08.784296,35,2020-11-22 15:39:12.399539,,,
1886,dq7,ronald,left,40,2020-11-22 15:39:08.957470,35,2020-11-22 15:39:12.399539,,,
1887,xuc,ronald,left,41,2020-11-22 15:39:09.084750,35,2020-11-22 15:39:12.399539,,,
1888,9xk,ronald,left,36,2020-11-22 15:39:09.148821,35,2020-11-22 15:39:12.399539,173.0,uni way,
1889,ded,ronald,right,1,2020-11-22 15:39:12.209794,0,2020-11-22 15:39:12.400534,,,
1890,u3c,ronald,right,2,2020-11-22 15:39:12.240499,0,2020-11-22 15:39:12.400534,,,
1891,zra,ronald,right,3,2020-11-22 15:39:12.365556,0,2020-11-22 15:39:12.400534,156.0,moi av,
1892,er4,ronald,right,4,2020-11-22 15:39:12.395537,0,2020-11-22 15:39:12.400534,,,
1893,x3w,uni way,right,43,2020-11-22 15:39:08.722340,48,2020-11-22 15:39:12.613284,159.0,moi av,
1894,wfm,uni way,right,44,2020-11-22 15:39:09.036588,48,2020-11-22 15:39:12.613284,,,
1895,xsv,uni way,right,45,2020-11-22 15:39:09.052643,48,2020-11-22 15:39:12.613284,160.0,moi av,
1896,5cl,uni way,right,46,2020-11-22 15:39:09.304265,48,2020-11-22 15:39:12.613284,161.0,moi av,
1897,htx,uni way,right,47,2020-11-22 15:39:09.334855,48,2020-11-22 15:39:12.613284,162.0,moi av,
1898,a53,uni way,right,48,2020-11-22 15:39:09.536126,48,2020-11-22 15:39:12.613284,163.0,moi av,
1899,lzd,ronald,left,31,2020-11-22 15:39:09.411846,32,2020-11-22 15:39:12.613284,174.0,uni way,
1900,epr,ronald,left,32,2020-11-22 15:39:09.459278,32,2020-11-22 15:39:12.613284,,,
1901,a5z,ronald,left,33,2020-11-22 15:39:09.476253,32,2020-11-22 15:39:12.613284,175.0,uni way,
1902,klb,ronald,left,34,2020-11-22 15:39:09.490322,32,2020-11-22 15:39:12.613284,,,
1903,qa3,ronald,left,29,2020-11-22 15:39:09.628711,32,2020-11-22 15:39:12.614292,,,
1904,9mk,ronald,left,30,2020-11-22 15:39:09.659680,32,2020-11-22 15:39:12.614292,176.0,uni way,
1905,4m8,ronald,right,1,2020-11-22 15:39:12.520028,0,2020-11-22 15:39:12.614292,,,
1906,rw5,ronald,right,2,2020-11-22 15:39:12.550795,0,2020-11-22 15:39:12.614292,164.0,moi av,
1907,nu8,uni way,right,49,2020-11-22 15:39:09.814605,44,2020-11-22 15:39:12.829580,,,
1908,d79,uni way,right,50,2020-11-22 15:39:09.939841,44,2020-11-22 15:39:12.829580,,,
1909,5tp,uni way,right,51,2020-11-22 15:39:09.986547,44,2020-11-22 15:39:12.829580,168.0,moi av,
1910,pvw,uni way,right,52,2020-11-22 15:39:10.049518,44,2020-11-22 15:39:12.829580,,,
1911,y92,uni way,right,53,2020-11-22 15:39:10.111670,44,2020-11-22 15:39:12.829580,169.0,moi av,
1912,3vu,uni way,right,54,2020-11-22 15:39:10.126980,44,2020-11-22 15:39:12.829580,170.0,moi av,
1913,lq9,ronald,left,31,2020-11-22 15:39:09.845942,28,2020-11-22 15:39:12.829580,178.0,uni way,
1914,tn9,ronald,left,32,2020-11-22 15:39:09.876604,28,2020-11-22 15:39:12.829580,,,
1915,qfj,ronald,left,33,2020-11-22 15:39:10.281902,28,2020-11-22 15:39:12.830576,179.0,uni way,
1916,3ep,ronald,left,34,2020-11-22 15:39:10.297479,28,2020-11-22 15:39:12.830576,,,
1917,y5z,ronald,left,35,2020-11-22 15:39:10.534628,28,2020-11-22 15:39:12.830576,,,
1918,ed0,ronald,left,36,2020-11-22 15:39:10.534628,28,2020-11-22 15:39:12.830576,180.0,uni way,
1919,l33,uni way,right,55,2020-11-22 15:39:10.142786,40,2020-11-22 15:39:13.032391,174.0,moi av,
1920,bvs,uni way,right,56,2020-11-22 15:39:10.329198,40,2020-11-22 15:39:13.032391,,,
1921,qwd,uni way,right,57,2020-11-22 15:39:10.345257,40,2020-11-22 15:39:13.032391,175.0,moi av,
1922,yle,uni way,right,58,2020-11-22 15:39:10.409267,40,2020-11-22 15:39:13.032391,176.0,moi av,
1923,hsh,uni way,right,59,2020-11-22 15:39:10.441198,40,2020-11-22 15:39:13.032391,,,
1924,4g3,uni way,right,60,2020-11-22 15:39:10.456545,40,2020-11-22 15:39:13.032391,177.0,moi av,
1925,pct,ronald,left,37,2020-11-22 15:39:10.534628,22,2020-11-22 15:39:13.033393,,,
1926,dkk,ronald,left,38,2020-11-22 15:39:10.708236,22,2020-11-22 15:39:13.033393,183.0,uni way,
1927,gs4,ronald,left,39,2020-11-22 15:39:10.740867,22,2020-11-22 15:39:13.033393,,,
1928,gr2,ronald,left,40,2020-11-22 15:39:10.740867,22,2020-11-22 15:39:13.033393,,,
1929,yke,ronald,left,41,2020-11-22 15:39:10.740867,22,2020-11-22 15:39:13.033393,,,
1930,hqv,ronald,left,42,2020-11-22 15:39:10.831975,22,2020-11-22 15:39:13.033393,184.0,uni way,
1931,rv2,ronald,right,1,2020-11-22 15:39:12.891983,0,2020-11-22 15:39:13.033393,,,
1932,gbq,ronald,right,2,2020-11-22 15:39:13.031377,0,2020-11-22 15:39:13.033393,,,
1933,s7w,ronald,left,43,2020-11-22 15:39:10.957525,18,2020-11-22 15:39:13.248495,,,
1934,wgz,ronald,left,44,2020-11-22 15:39:10.957525,18,2020-11-22 15:39:13.248495,186.0,uni way,
1935,sv7,ronald,left,45,2020-11-22 15:39:10.957525,18,2020-11-22 15:39:13.248495,,,
1936,xje,ronald,left,46,2020-11-22 15:39:11.005522,18,2020-11-22 15:39:13.248495,,,
1937,0n7,ronald,left,47,2020-11-22 15:39:11.131643,18,2020-11-22 15:39:13.249493,,,
1938,tqu,ronald,left,48,2020-11-22 15:39:11.164602,18,2020-11-22 15:39:13.249493,187.0,uni way,
1939,ftx,ronald,left,49,2020-11-22 15:39:11.179247,14,2020-11-22 15:39:13.452547,189.0,uni way,
1940,s0y,ronald,left,50,2020-11-22 15:39:11.289672,14,2020-11-22 15:39:13.452547,190.0,uni way,
1941,ys8,ronald,left,51,2020-11-22 15:39:11.367730,14,2020-11-22 15:39:13.452547,,,
1942,fxx,ronald,left,52,2020-11-22 15:39:11.476877,14,2020-11-22 15:39:13.452547,,,
1943,fcy,ronald,left,53,2020-11-22 15:39:11.492884,14,2020-11-22 15:39:13.452547,191.0,uni way,
1944,mng,ronald,left,54,2020-11-22 15:39:11.524995,14,2020-11-22 15:39:13.452547,,,
1945,tjx,moi av,right,115,2020-11-22 15:39:03.059497,178,2020-11-22 15:39:13.871109,61.0,tom mb,
1946,vh9,moi av,right,116,2020-11-22 15:39:03.059497,178,2020-11-22 15:39:13.871109,62.0,tom mb,
1947,qcs,moi av,right,117,2020-11-22 15:39:03.059497,178,2020-11-22 15:39:13.871109,63.0,tom mb,
1948,vun,moi av,right,118,2020-11-22 15:39:03.059497,178,2020-11-22 15:39:13.871109,64.0,tom mb,
1949,v2d,moi av,right,113,2020-11-22 15:39:03.061495,178,2020-11-22 15:39:13.871109,,,
1950,z3c,moi av,right,114,2020-11-22 15:39:03.061495,178,2020-11-22 15:39:13.871109,,,
1951,zup,moi av,right,115,2020-11-22 15:39:03.061495,174,2020-11-22 15:39:14.086486,65.0,tom mb,
1952,88r,moi av,right,116,2020-11-22 15:39:03.061495,174,2020-11-22 15:39:14.086486,66.0,tom mb,
1953,jmw,moi av,right,117,2020-11-22 15:39:03.061495,174,2020-11-22 15:39:14.086486,67.0,tom mb,
1954,t0f,moi av,right,118,2020-11-22 15:39:03.264480,174,2020-11-22 15:39:14.086486,68.0,tom mb,
1955,gdr,moi av,right,119,2020-11-22 15:39:03.264480,174,2020-11-22 15:39:14.086486,69.0,tom mb,
1956,djw,moi av,right,120,2020-11-22 15:39:03.264480,174,2020-11-22 15:39:14.086486,,,
1957,jqf,tom mb,left,55,2020-11-22 15:39:09.212028,59,2020-11-22 15:39:14.086486,60.0,tom mb,
1958,ztu,tom mb,left,56,2020-11-22 15:39:09.257489,60,2020-11-22 15:39:14.086486,61.0,tom mb,
1959,nj8,tom mb,left,57,2020-11-22 15:39:09.289451,61,2020-11-22 15:39:14.086486,,,
1960,th3,tom mb,left,58,2020-11-22 15:39:09.319672,61,2020-11-22 15:39:14.086486,62.0,tom mb,
1961,ucf,tom mb,left,59,2020-11-22 15:39:09.505195,62,2020-11-22 15:39:14.086486,,,
1962,g9h,tom mb,left,54,2020-11-22 15:39:09.506213,62,2020-11-22 15:39:14.086486,,,
1963,nze,moi av,right,121,2020-11-22 15:39:03.265477,170,2020-11-22 15:39:14.292272,,,
1964,ca2,moi av,right,122,2020-11-22 15:39:03.265477,170,2020-11-22 15:39:14.292272,73.0,tom mb,
1965,zs8,moi av,right,123,2020-11-22 15:39:03.265477,170,2020-11-22 15:39:14.293197,,,
1966,38r,moi av,right,124,2020-11-22 15:39:03.310500,170,2020-11-22 15:39:14.293197,,,
1967,v5z,moi av,right,125,2020-11-22 15:39:03.389238,170,2020-11-22 15:39:14.293197,74.0,tom mb,
1968,hcm,moi av,right,126,2020-11-22 15:39:03.467837,170,2020-11-22 15:39:14.293197,,,
1969,nxh,tom mb,left,55,2020-11-22 15:39:09.506213,58,2020-11-22 15:39:14.293197,,,
1970,h7l,tom mb,left,56,2020-11-22 15:39:09.506213,58,2020-11-22 15:39:14.293197,,,
1971,g78,tom mb,left,57,2020-11-22 15:39:09.506213,58,2020-11-22 15:39:14.293197,59.0,tom mb,
1972,s0w,tom mb,left,58,2020-11-22 15:39:09.506213,59,2020-11-22 15:39:14.293197,,,
1973,y3l,tom mb,left,59,2020-11-22 15:39:09.551755,59,2020-11-22 15:39:14.293197,60.0,tom mb,
1974,qcd,tom mb,left,54,2020-11-22 15:39:09.709974,60,2020-11-22 15:39:14.293197,,,
1975,bch,uni way,left,109,2020-11-22 15:39:04.093368,194,2020-11-22 15:39:14.509724,,,
1976,0xk,uni way,left,110,2020-11-22 15:39:04.216513,194,2020-11-22 15:39:14.509724,,,
1977,8k3,uni way,left,111,2020-11-22 15:39:04.295542,194,2020-11-22 15:39:14.509724,,,
1978,hhf,uni way,left,112,2020-11-22 15:39:04.311542,194,2020-11-22 15:39:14.509724,,,
1979,jd0,uni way,left,113,2020-11-22 15:39:04.311542,194,2020-11-22 15:39:14.509724,195.0,uni way,
1980,mkf,uni way,left,114,2020-11-22 15:39:04.325611,195,2020-11-22 15:39:14.509724,,,
1981,y23,moi av,left,1,2020-11-22 15:39:11.728863,15,2020-11-22 15:39:14.509724,,,
1982,jrp,moi av,left,2,2020-11-22 15:39:11.792320,15,2020-11-22 15:39:14.509724,27.0,ronald,
1983,nql,moi av,left,3,2020-11-22 15:39:11.949846,15,2020-11-22 15:39:14.509724,,,
1984,wyr,moi av,left,4,2020-11-22 15:39:12.086460,15,2020-11-22 15:39:14.509724,,,
1985,b4a,moi av,left,5,2020-11-22 15:39:12.117232,15,2020-11-22 15:39:14.509724,28.0,ronald,
1986,27p,moi av,left,6,2020-11-22 15:39:12.163479,15,2020-11-22 15:39:14.509724,29.0,ronald,
1987,5wv,moi av,right,127,2020-11-22 15:39:03.468754,167,2020-11-22 15:39:14.509724,75.0,tom mb,
1988,v0u,moi av,right,128,2020-11-22 15:39:03.672554,167,2020-11-22 15:39:14.509724,76.0,tom mb,
1989,7wv,moi av,right,129,2020-11-22 15:39:03.672554,167,2020-11-22 15:39:14.509724,77.0,tom mb,
1990,8xn,moi av,right,130,2020-11-22 15:39:03.672554,167,2020-11-22 15:39:14.510726,,,
1991,09l,moi av,right,131,2020-11-22 15:39:03.673556,167,2020-11-22 15:39:14.510726,78.0,tom mb,
1992,kac,moi av,right,132,2020-11-22 15:39:03.673556,167,2020-11-22 15:39:14.510726,,,
1993,y54,tom mb,left,55,2020-11-22 15:39:09.709974,55,2020-11-22 15:39:14.510726,,,
1994,u8c,tom mb,left,56,2020-11-22 15:39:09.709974,55,2020-11-22 15:39:14.510726,56.0,tom mb,
1995,vt2,tom mb,left,57,2020-11-22 15:39:09.709974,56,2020-11-22 15:39:14.510726,57.0,tom mb,
1996,5tf,tom mb,left,58,2020-11-22 15:39:09.737935,57,2020-11-22 15:39:14.510726,58.0,tom mb,
1997,92n,tom mb,left,59,2020-11-22 15:39:09.799347,58,2020-11-22 15:39:14.510726,59.0,tom mb,
1998,47y,tom mb,left,54,2020-11-22 15:39:10.034712,59,2020-11-22 15:39:14.510726,,,
1999,jxh,tom mb,right,49,2020-11-22 15:39:09.708974,72,2020-11-22 15:39:14.510726,,,
2000,f7e,tom mb,right,50,2020-11-22 15:39:09.924558,72,2020-11-22 15:39:14.510726,,,
2001,l3k,tom mb,right,51,2020-11-22 15:39:09.924558,72,2020-11-22 15:39:14.510726,53.0,uni way,
2002,xe4,tom mb,right,52,2020-11-22 15:39:09.924558,72,2020-11-22 15:39:14.510726,54.0,uni way,
2003,8un,tom mb,right,53,2020-11-22 15:39:09.924558,72,2020-11-22 15:39:14.510726,,,
2004,557,tom mb,right,54,2020-11-22 15:39:10.018504,72,2020-11-22 15:39:14.510726,,,
2005,dbe,uni way,left,115,2020-11-22 15:39:04.433761,192,2020-11-22 15:39:14.727095,193.0,uni way,
2006,hln,uni way,left,116,2020-11-22 15:39:04.513755,193,2020-11-22 15:39:14.727095,,,
2007,xr0,uni way,left,117,2020-11-22 15:39:04.514746,193,2020-11-22 15:39:14.727095,194.0,uni way,
2008,8n5,uni way,left,118,2020-11-22 15:39:04.641025,194,2020-11-22 15:39:14.727095,,,
2009,fbx,uni way,left,119,2020-11-22 15:39:04.688752,194,2020-11-22 15:39:14.727095,,,
2010,tgz,uni way,left,120,2020-11-22 15:39:04.721797,194,2020-11-22 15:39:14.727095,,,
2011,lgg,moi av,left,7,2020-11-22 15:39:12.271536,10,2020-11-22 15:39:14.727095,,,
2012,af5,moi av,left,8,2020-11-22 15:39:12.379554,10,2020-11-22 15:39:14.727095,30.0,ronald,
2013,a30,moi av,left,9,2020-11-22 15:39:12.565944,10,2020-11-22 15:39:14.727095,31.0,ronald,
2014,abc,moi av,left,10,2020-11-22 15:39:12.674425,10,2020-11-22 15:39:14.728108,32.0,ronald,
2015,n8x,moi av,left,11,2020-11-22 15:39:12.844645,10,2020-11-22 15:39:14.728108,,,
2016,pv0,moi av,left,12,2020-11-22 15:39:13.093131,10,2020-11-22 15:39:14.728108,33.0,ronald,
2017,0cl,moi av,right,133,2020-11-22 15:39:03.673556,164,2020-11-22 15:39:14.728108,74.0,tom mb,
2018,g7j,moi av,right,134,2020-11-22 15:39:03.673556,164,2020-11-22 15:39:14.728108,,,
2019,hnz,moi av,right,135,2020-11-22 15:39:03.673556,164,2020-11-22 15:39:14.728108,75.0,tom mb,
2020,aqs,moi av,right,136,2020-11-22 15:39:03.765608,164,2020-11-22 15:39:14.728108,76.0,tom mb,
2021,gqz,moi av,right,137,2020-11-22 15:39:03.876008,164,2020-11-22 15:39:14.728108,77.0,tom mb,
2022,w8u,moi av,right,138,2020-11-22 15:39:03.877009,164,2020-11-22 15:39:14.728108,,,
2023,ah5,tom mb,left,55,2020-11-22 15:39:10.080883,56,2020-11-22 15:39:14.728108,,,
2024,8bm,tom mb,left,50,2020-11-22 15:39:10.127994,56,2020-11-22 15:39:14.728108,,,
2025,vpt,tom mb,left,51,2020-11-22 15:39:10.127994,56,2020-11-22 15:39:14.728108,57.0,tom mb,
2026,75y,tom mb,left,52,2020-11-22 15:39:10.127994,57,2020-11-22 15:39:14.728108,58.0,tom mb,
2027,4rp,tom mb,left,47,2020-11-22 15:39:10.330201,58,2020-11-22 15:39:14.728108,,,
2028,k4s,tom mb,left,48,2020-11-22 15:39:10.330201,58,2020-11-22 15:39:14.728108,,,
2029,lkk,tom mb,right,55,2020-11-22 15:39:10.126980,71,2020-11-22 15:39:14.728108,56.0,uni way,
2030,7dt,tom mb,right,56,2020-11-22 15:39:10.126980,71,2020-11-22 15:39:14.728108,,,
2031,yrd,tom mb,right,57,2020-11-22 15:39:10.189199,71,2020-11-22 15:39:14.728108,57.0,uni way,
2032,exn,tom mb,right,58,2020-11-22 15:39:10.251183,71,2020-11-22 15:39:14.728108,58.0,uni way,
2033,w8n,tom mb,right,59,2020-11-22 15:39:10.330201,71,2020-11-22 15:39:14.728108,59.0,uni way,
2034,b8g,tom mb,right,60,2020-11-22 15:39:10.330201,71,2020-11-22 15:39:14.728108,60.0,uni way,
2035,ykp,uni way,left,121,2020-11-22 15:39:04.721797,190,2020-11-22 15:39:14.943540,,,
2036,vh3,uni way,left,122,2020-11-22 15:39:04.721797,190,2020-11-22 15:39:14.943540,191.0,uni way,
2037,eld,uni way,left,123,2020-11-22 15:39:04.721797,191,2020-11-22 15:39:14.943540,,,
2038,qyg,uni way,left,124,2020-11-22 15:39:04.830628,191,2020-11-22 15:39:14.943540,192.0,uni way,
2039,43y,uni way,left,125,2020-11-22 15:39:04.926107,192,2020-11-22 15:39:14.943540,193.0,uni way,
2040,g7z,uni way,left,126,2020-11-22 15:39:04.926107,193,2020-11-22 15:39:14.943540,,,
2041,kde,moi av,left,13,2020-11-22 15:39:13.139458,7,2020-11-22 15:39:14.943540,,,
2042,rj4,moi av,left,14,2020-11-22 15:39:13.404841,7,2020-11-22 15:39:14.943540,,,
2043,2nm,moi av,left,15,2020-11-22 15:39:13.592797,7,2020-11-22 15:39:14.943540,,,
2044,3p9,moi av,left,16,2020-11-22 15:39:13.638398,7,2020-11-22 15:39:14.943540,,,
2045,vcv,moi av,left,17,2020-11-22 15:39:13.901091,7,2020-11-22 15:39:14.943540,37.0,ronald,
2046,u79,moi av,left,18,2020-11-22 15:39:13.964183,7,2020-11-22 15:39:14.943540,,,
2047,ab3,moi av,right,139,2020-11-22 15:39:03.877009,159,2020-11-22 15:39:14.943540,73.0,tom mb,
2048,747,moi av,right,140,2020-11-22 15:39:04.076930,159,2020-11-22 15:39:14.943540,,,
2049,9k3,moi av,right,141,2020-11-22 15:39:04.093038,159,2020-11-22 15:39:14.943540,,,
2050,ww2,moi av,right,142,2020-11-22 15:39:04.093038,159,2020-11-22 15:39:14.944538,74.0,tom mb,
2051,n5t,moi av,right,143,2020-11-22 15:39:04.093038,159,2020-11-22 15:39:14.944538,75.0,tom mb,
2052,rwc,moi av,right,144,2020-11-22 15:39:04.233139,159,2020-11-22 15:39:14.944538,76.0,tom mb,
2053,5lc,tom mb,left,49,2020-11-22 15:39:10.534628,52,2020-11-22 15:39:14.944538,53.0,tom mb,
2054,7p4,tom mb,left,44,2020-11-22 15:39:10.535630,53,2020-11-22 15:39:14.944538,,,
2055,zhc,tom mb,left,45,2020-11-22 15:39:10.535630,53,2020-11-22 15:39:14.944538,,,
2056,d84,tom mb,left,46,2020-11-22 15:39:10.535630,53,2020-11-22 15:39:14.944538,54.0,tom mb,
2057,hz2,tom mb,left,47,2020-11-22 15:39:10.535630,54,2020-11-22 15:39:14.944538,,,
2058,aqc,tom mb,left,48,2020-11-22 15:39:10.565957,54,2020-11-22 15:39:14.944538,55.0,tom mb,
2059,scm,tom mb,right,61,2020-11-22 15:39:10.393202,70,2020-11-22 15:39:14.944538,63.0,uni way,
2060,cvl,tom mb,right,62,2020-11-22 15:39:10.534628,70,2020-11-22 15:39:14.944538,64.0,uni way,
2061,qvn,tom mb,right,63,2020-11-22 15:39:10.534628,70,2020-11-22 15:39:14.944538,65.0,uni way,
2062,85h,tom mb,right,64,2020-11-22 15:39:10.534628,70,2020-11-22 15:39:14.944538,66.0,uni way,
2063,fwr,tom mb,right,65,2020-11-22 15:39:10.534628,70,2020-11-22 15:39:14.944538,67.0,uni way,
2064,cru,tom mb,right,66,2020-11-22 15:39:10.723393,70,2020-11-22 15:39:14.944538,,,
2065,xdp,uni way,left,127,2020-11-22 15:39:04.926107,187,2020-11-22 15:39:15.161482,,,
2066,7hd,uni way,left,128,2020-11-22 15:39:05.049424,187,2020-11-22 15:39:15.161482,,,
2067,7lm,uni way,left,129,2020-11-22 15:39:05.080437,187,2020-11-22 15:39:15.161482,188.0,uni way,
2068,989,uni way,left,130,2020-11-22 15:39:05.250797,188,2020-11-22 15:39:15.161482,189.0,uni way,
2069,5xx,uni way,left,131,2020-11-22 15:39:05.314469,189,2020-11-22 15:39:15.161482,190.0,uni way,
2070,mj5,uni way,left,132,2020-11-22 15:39:05.345556,190,2020-11-22 15:39:15.161482,191.0,uni way,
2071,3gt,moi av,left,19,2020-11-22 15:39:14.010337,4,2020-11-22 15:39:15.161482,41.0,ronald,
2072,neq,moi av,left,20,2020-11-22 15:39:14.338648,4,2020-11-22 15:39:15.161482,,,
2073,fmc,moi av,left,21,2020-11-22 15:39:14.446995,4,2020-11-22 15:39:15.161482,42.0,ronald,
2074,rhh,moi av,left,16,2020-11-22 15:39:14.585152,4,2020-11-22 15:39:15.161482,,,
2075,pvf,moi av,left,11,2020-11-22 15:39:14.756768,4,2020-11-22 15:39:15.161482,43.0,ronald,
2076,7jd,moi av,left,12,2020-11-22 15:39:14.772399,4,2020-11-22 15:39:15.161482,44.0,ronald,
2077,87e,tom mb,left,49,2020-11-22 15:39:10.661530,50,2020-11-22 15:39:15.161482,51.0,tom mb,
2078,0c2,tom mb,left,50,2020-11-22 15:39:10.677349,51,2020-11-22 15:39:15.161482,52.0,tom mb,
2079,nhh,tom mb,left,45,2020-11-22 15:39:10.742036,52,2020-11-22 15:39:15.161482,,,
2080,cn8,tom mb,left,46,2020-11-22 15:39:10.847461,52,2020-11-22 15:39:15.161482,53.0,tom mb,
2081,ep8,tom mb,left,47,2020-11-22 15:39:10.863528,53,2020-11-22 15:39:15.161482,,,
2082,vma,tom mb,left,42,2020-11-22 15:39:10.957525,53,2020-11-22 15:39:15.162486,,,
2083,qsb,tom mb,right,67,2020-11-22 15:39:10.740867,65,2020-11-22 15:39:15.162486,72.0,uni way,
2084,8ua,tom mb,right,68,2020-11-22 15:39:10.740867,65,2020-11-22 15:39:15.162486,,,
2085,4ks,tom mb,right,69,2020-11-22 15:39:10.741870,65,2020-11-22 15:39:15.162486,,,
2086,j4v,tom mb,right,70,2020-11-22 15:39:10.770308,65,2020-11-22 15:39:15.162486,73.0,uni way,
2087,whb,tom mb,right,71,2020-11-22 15:39:10.894060,65,2020-11-22 15:39:15.162486,,,
2088,h9k,tom mb,right,72,2020-11-22 15:39:10.909443,65,2020-11-22 15:39:15.162486,,,
2089,y4b,uni way,left,133,2020-11-22 15:39:05.596594,187,2020-11-22 15:39:15.378709,,,
2090,r8q,uni way,left,134,2020-11-22 15:39:05.692525,187,2020-11-22 15:39:15.378709,,,
2091,uwc,uni way,left,135,2020-11-22 15:39:05.818609,187,2020-11-22 15:39:15.378709,,,
2092,h58,uni way,left,136,2020-11-22 15:39:05.850675,187,2020-11-22 15:39:15.378709,188.0,uni way,
2093,x5z,uni way,left,137,2020-11-22 15:39:05.882567,188,2020-11-22 15:39:15.378709,189.0,uni way,
2094,nkc,uni way,left,138,2020-11-22 15:39:05.944888,189,2020-11-22 15:39:15.378709,,,
2095,nk7,moi av,left,13,2020-11-22 15:39:14.880818,0,2020-11-22 15:39:15.378709,,,
2096,t5p,moi av,left,8,2020-11-22 15:39:15.020372,0,2020-11-22 15:39:15.378709,45.0,ronald,
2097,clp,moi av,left,9,2020-11-22 15:39:15.051667,0,2020-11-22 15:39:15.378709,46.0,ronald,
2098,aw2,moi av,left,10,2020-11-22 15:39:15.099208,0,2020-11-22 15:39:15.378709,,,
2099,u2p,moi av,left,5,2020-11-22 15:39:15.207193,0,2020-11-22 15:39:15.378709,,,
